Date,Open,High,Low,Close,Volume,Adj Close
2012-12-31,5925.40,5925.40,5873.40,5897.80,164636400,5897.80
2012-12-28,5954.30,5976.00,5915.30,5925.40,306906200,5925.40
2012-12-27,5954.20,5997.00,5942.40,5954.30,340703400,5954.30
2012-12-24,5940.00,5957.70,5937.10,5954.20,149881200,5954.20
2012-12-21,5958.30,5958.30,5894.10,5940.00,933059800,5940.00
2012-12-20,5961.60,5970.90,5950.10,5958.30,596699400,5958.30
2012-12-19,5935.90,5977.80,5935.90,5961.60,747948400,5961.60
2012-12-18,5912.10,5946.40,5911.10,5935.90,664631200,5935.90
2012-12-17,5921.80,5923.90,5881.00,5912.10,533505800,5912.10
2012-12-14,5929.60,5944.50,5915.30,5921.80,529958200,5921.80
2012-12-13,5945.90,5947.90,5918.60,5929.60,558011000,5929.60
2012-12-12,5925.00,5948.50,5915.90,5945.90,629912400,5945.90
2012-12-11,5921.60,5937.90,5908.30,5925.00,516458000,5925.00
2012-12-10,5914.40,5924.00,5891.30,5921.60,463904000,5921.60
2012-12-07,5901.40,5923.10,5889.90,5914.40,584102400,5914.40
2012-12-06,5892.10,5923.90,5889.60,5901.40,637268600,5901.40
2012-12-05,5869.00,5902.70,5869.00,5892.10,610548400,5892.10
2012-12-04,5871.20,5885.40,5852.90,5869.00,598705000,5869.00
2012-12-03,5866.80,5902.00,5859.60,5871.20,512099800,5871.20
2012-11-30,5870.30,5904.40,5860.30,5866.80,699208800,5866.80
2012-11-29,5803.30,5884.00,5803.30,5870.30,652938200,5870.30
2012-11-28,5799.70,5808.30,5755.20,5803.30,610194800,5803.30
2012-11-27,5786.70,5823.20,5786.70,5799.70,659091000,5799.70
2012-11-26,5819.10,5819.10,5773.90,5786.70,601954400,5786.70
2012-11-23,5791.00,5830.50,5781.40,5819.10,427505000,5819.10
2012-11-22,5752.00,5796.50,5752.00,5791.00,511821600,5791.00
2012-11-21,5748.10,5760.10,5727.90,5752.00,640338800,5752.00
2012-11-20,5737.70,5751.80,5706.70,5748.10,803636400,5748.10
2012-11-19,5605.60,5739.70,5605.60,5737.70,748670800,5737.70
2012-11-16,5677.80,5682.70,5605.60,5605.60,939484400,5605.60
2012-11-15,5722.00,5722.00,5674.30,5677.80,800053200,5677.80
2012-11-14,5786.30,5786.30,5719.60,5722.00,865457600,5722.00
2012-11-13,5767.30,5786.30,5711.00,5786.30,950553800,5786.30
2012-11-12,5769.70,5795.30,5762.00,5767.30,654357600,5767.30
2012-11-09,5776.00,5786.40,5715.20,5769.70,708900000,5769.70
2012-11-08,5791.60,5824.40,5770.70,5776.00,729478400,5776.00
2012-11-07,5884.90,5921.80,5789.40,5791.60,922666000,5791.60
2012-11-06,5839.10,5885.20,5839.10,5884.90,774892600,5884.90
2012-11-05,5868.50,5868.50,5825.50,5839.10,568662200,5839.10
2012-11-02,5861.90,5890.10,5844.30,5868.50,855128600,5868.50
2012-11-01,5782.70,5866.80,5778.00,5861.90,1042673900,5861.90
2012-10-31,5849.90,5866.70,5782.70,5782.70,874664200,5782.70
2012-10-30,5795.10,5852.20,5794.90,5849.90,403992200,5849.90
2012-10-29,5806.70,5812.70,5763.50,5795.10,432888800,5795.10
2012-10-26,5805.00,5817.90,5753.30,5806.70,622849800,5806.70
2012-10-25,5804.80,5840.60,5802.20,5805.00,654435200,5805.00
2012-10-24,5797.90,5823.20,5776.60,5804.80,957930400,5804.80
2012-10-23,5882.90,5893.40,5789.00,5797.90,654156800,5797.90
2012-10-22,5896.10,5911.00,5869.90,5882.90,540570400,5882.90
2012-10-19,5917.00,5919.70,5892.20,5896.10,829432600,5896.10
2012-10-18,5910.90,5928.30,5896.50,5917.00,878645800,5917.00
2012-10-17,5870.50,5915.60,5868.70,5910.90,905140000,5910.90
2012-10-16,5805.60,5878.10,5805.60,5870.50,877624400,5870.50
2012-10-15,5793.30,5827.90,5786.00,5805.60,695723200,5805.60
2012-10-12,5829.80,5829.80,5793.30,5793.30,888088200,5793.30
2012-10-11,5776.70,5846.30,5766.70,5829.80,694156400,5829.80
2012-10-10,5810.30,5810.50,5776.70,5776.70,681615400,5776.70
2012-10-09,5841.70,5856.40,5795.20,5810.30,574468400,5810.30
2012-10-08,5871.00,5871.00,5818.80,5841.70,492224000,5841.70
2012-10-05,5827.80,5885.60,5827.60,5871.00,883077400,5871.00
2012-10-04,5825.80,5854.20,5803.20,5827.80,818041800,5827.80
2012-10-03,5809.50,5832.50,5785.00,5825.80,606196800,5825.80
2012-10-02,5820.50,5840.40,5781.40,5809.50,704898600,5809.50
2012-10-01,5742.10,5843.50,5738.60,5820.50,690293800,5820.50
2012-09-28,5779.40,5807.80,5740.50,5742.10,745469400,5742.10
2012-09-27,5768.10,5804.10,5763.00,5779.40,550622000,5779.40
2012-09-26,5859.70,5859.70,5751.40,5768.10,685845800,5768.10
2012-09-25,5838.80,5869.20,5828.30,5859.70,737480800,5859.70
2012-09-24,5852.60,5852.60,5806.10,5838.80,736974000,5838.80
2012-09-21,5854.60,5887.60,5838.90,5852.60,1205429400,5852.60
2012-09-20,5888.50,5888.50,5824.40,5854.60,656511200,5854.60
2012-09-19,5868.20,5894.40,5861.00,5888.50,704137600,5888.50
2012-09-18,5893.50,5893.50,5837.50,5868.20,804235800,5868.20
2012-09-17,5915.50,5915.70,5883.20,5893.50,691683800,5893.50
2012-09-14,5819.90,5932.60,5819.90,5915.50,1506216600,5915.50
2012-09-13,5782.10,5826.60,5770.30,5819.90,819778000,5819.90
2012-09-12,5792.20,5821.20,5757.60,5782.10,1101683800,5782.10
2012-09-11,5793.20,5796.60,5764.20,5792.20,784354200,5792.20
2012-09-10,5794.80,5806.80,5777.10,5793.20,672891000,5793.20
