Date,Open,High,Low,Close,Volume,Adj Close
2009-12-31,5397.90,5431.90,5390.40,5412.90,173847500,5412.90
2009-12-30,5437.60,5442.80,5390.60,5397.90,345719600,5397.90
2009-12-29,5402.40,5445.20,5402.40,5437.60,387897800,5437.60
2009-12-24,5372.40,5402.40,5367.80,5402.40,231029500,5402.40
2009-12-23,5328.70,5386.60,5328.70,5372.40,482969800,5372.40
2009-12-22,5294.00,5361.90,5294.00,5328.70,556895300,5328.70
2009-12-21,5196.80,5320.00,5196.80,5294.00,791039800,5294.00
2009-12-18,5217.60,5287.60,5196.80,5196.80,2132556000,5196.80
2009-12-17,5320.30,5320.30,5217.60,5217.60,1164509700,5217.60
2009-12-16,5285.80,5335.30,5283.90,5320.30,892405400,5320.30
2009-12-15,5315.30,5328.10,5250.80,5285.80,822309500,5285.80
2009-12-14,5261.60,5331.00,5261.60,5315.30,1090034300,5315.30
2009-12-11,5244.40,5312.00,5244.40,5261.60,972486600,5261.60
2009-12-10,5203.90,5254.50,5194.50,5244.40,1108715400,5244.40
2009-12-09,5223.10,5245.90,5175.70,5203.90,1211920900,5203.90
2009-12-08,5310.70,5323.40,5206.40,5223.10,1305308400,5223.10
2009-12-07,5322.40,5328.80,5251.00,5310.70,1072522800,5310.70
2009-12-04,5313.00,5373.90,5272.80,5322.40,1344173900,5322.40
2009-12-03,5327.40,5372.40,5311.90,5313.00,1471991100,5313.00
2009-12-02,5312.20,5348.50,5283.00,5327.40,1535114000,5327.40
2009-12-01,5190.70,5312.20,5190.70,5312.20,1365285900,5312.20
2009-11-30,5245.70,5270.40,5190.70,5190.70,1277889300,5190.70
2009-11-27,5194.10,5271.00,5103.80,5245.70,1511711500,5245.70
2009-11-26,5364.80,5364.80,5189.40,5194.10,1111331100,5194.10
2009-11-25,5324.00,5372.20,5324.00,5364.80,1023165700,5364.80
2009-11-24,5355.50,5374.90,5309.10,5324.00,1133899500,5324.00
2009-11-23,5251.40,5379.50,5251.40,5355.50,721784600,5355.50
2009-11-20,5267.70,5309.40,5224.00,5251.40,1164314800,5251.40
2009-11-19,5342.10,5343.80,5254.20,5267.70,969705900,5267.70
2009-11-18,5345.90,5372.10,5331.60,5342.10,1023850900,5342.10
2009-11-17,5382.70,5382.70,5337.00,5345.90,861148100,5345.90
2009-11-16,5296.40,5397.00,5296.40,5382.70,786369300,5382.70
2009-11-13,5276.50,5297.40,5251.30,5296.40,825989300,5296.40
2009-11-12,5266.80,5304.90,5254.10,5276.50,1026302300,5276.50
2009-11-11,5230.50,5301.10,5230.50,5266.80,1051541500,5266.80
2009-11-10,5235.20,5264.30,5221.50,5230.50,1093802600,5230.50
2009-11-09,5142.70,5240.00,5142.70,5235.20,868290100,5235.20
2009-11-06,5125.60,5159.00,5077.90,5142.70,1027214100,5142.70
2009-11-05,5107.10,5154.60,5036.90,5125.60,1004107600,5125.60
2009-11-04,5037.20,5120.80,5037.20,5107.90,959549600,5107.90
2009-11-03,5104.50,5104.50,4985.10,5037.20,1355407100,5037.20
2009-11-02,5044.50,5115.70,5022.50,5104.50,1039674800,5104.50
2009-10-30,5137.70,5169.90,5024.40,5044.50,1402699300,5044.50
2009-10-29,5080.40,5145.60,5042.70,5137.70,1347176800,5137.70
2009-10-28,5201.00,5201.00,5074.10,5080.40,1420507200,5080.40
2009-10-27,5191.70,5230.60,5181.90,5201.00,1445760900,5201.00
2009-10-26,5242.60,5281.10,5166.40,5191.70,934833900,5191.70
2009-10-23,5207.40,5299.60,5207.40,5242.60,983285400,5242.60
2009-10-22,5257.90,5257.90,5166.50,5207.40,1018440400,5207.40
2009-10-21,5243.40,5268.00,5174.50,5257.90,1143500900,5257.90
2009-10-20,5281.50,5298.50,5243.40,5243.40,1072976800,5243.40
2009-10-19,5190.20,5281.50,5190.20,5281.50,827610900,5281.50
2009-10-16,5223.00,5272.90,5176.40,5190.20,1179478000,5190.20
2009-10-15,5256.10,5267.90,5218.90,5223.00,1109682600,5223.00
2009-10-14,5154.10,5261.30,5154.10,5256.10,1217495700,5256.10
2009-10-13,5210.20,5221.60,5154.10,5154.10,1120979100,5154.10
2009-10-12,5161.90,5231.20,5161.90,5210.20,779456000,5210.20
2009-10-09,5154.60,5171.50,5130.40,5161.90,930744900,5161.90
2009-10-08,5108.90,5172.80,5108.90,5154.60,1182546100,5154.60
2009-10-07,5138.00,5156.20,5104.50,5108.90,926710200,5108.90
2009-10-06,5024.30,5149.90,5024.30,5138.00,1042875300,5138.00
2009-10-05,4988.70,5024.30,4976.90,5024.30,935716800,5024.30
2009-10-02,5047.80,5047.80,4955.00,4988.70,1337511300,4988.70
2009-10-01,5133.90,5164.40,5044.00,5047.80,1109157200,5047.80
2009-09-30,5159.70,5190.00,5092.80,5133.90,1219158600,5133.90
2009-09-29,5165.70,5184.00,5136.50,5159.70,906053700,5159.70
2009-09-28,5082.20,5170.80,5050.80,5165.70,926279400,5165.70
